,tconst,averagerating,numvotes,primary_title,start_year,runtime_minutes,genres
52273,tt7873992,87,86,Ciro y yo,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Documentary
37497,tt7925418,87,85,Ellen: Die storie van Ellen Pakkies,2018,123.0,Drama
47012,tt5133038,87,85,Family Member,2015,104.0,Drama
50082,tt3140454,87,79,Guys Reading Poems,2016,98.0,"Drama,Mystery"
52965,tt4151098,87,77,Omo Child: The River and the Bush,2015,89.0,"Biography,Documentary,Drama"
25474,tt7560484,87,74,Gauru: Journey of Courage,2016,124.0,Family
68449,tt5095552,87,73,The Slayers,2015,101.0,"Comedy,Horror"
64859,tt7804904,87,72,Snehamera Jeevitham,2017,130.0,Action
22985,tt6779238,87,70,"O Jehovah, ... I Trust in You",2016,52.0,"Drama,History,War"
65834,tt3330788,87,69,Uncommitted,2015,112.0,"Drama,Romance"
73620,tt7433398,87,68,You with Me,2017,92.0,Romance
25582,tt8413666,87,67,Goal,2018,99.0,"Drama,Family,Sport"
56761,tt6286510,87,67,Asszonyok lázadása,2017,72.0,"Documentary,Drama,War"
9968,tt4418882,87,64,Sleaford Mods: Invisible Britain,2015,86.0,Documentary
13310,tt7253332,87,63,One Day in the Haram,2017,82.0,Documentary
13444,tt8120934,87,60,Fera Feri Hera Feri,2018,140.0,"Comedy,Drama"
50584,tt4584764,87,60,Twilight of a Life,2015,70.0,Documentary
9520,tt5260002,87,58,Apparition Hill,2016,115.0,Documentary
22688,tt5475294,87,58,Ella Brennan: Commanding the Table,2016,96.0,Documentary
28248,tt4107028,87,57,Khange Tha Game,2016,79.0,"Action,Drama"
48140,tt6217512,87,57,Fight!,2018,90.0,"Action,Drama,Thriller"
64483,tt5908764,87,57,Carry on Kesar,2017,123.0,"Comedy,Drama,Family"
4565,tt8791752,87,56,Chasing the Win,2016,82.0,"Action,Adventure,Documentary"
46304,tt2937524,87,56,Dog by Dog,2015,86.0,Documentary
69436,tt4368870,87,55,Salt Bridge,2017,100.0,Drama
7439,tt9807404,87,53,Make the economy scream,2019,80.0,Documentary
23040,tt7117376,87,53,Chor Bani Thangaat Kare,2017,128.0,"Comedy,Drama,Family"
31602,tt5609488,87,52,Imagine Dragons: Smoke + Mirrors Live,2016,96.0,Music
42036,tt8218940,87,51,Hillbilly,2018,87.0,Documentary
59127,tt8291224,86,30292,Uri: The Surgical Strike,2019,138.0,"Action,Drama,War"
41921,tt7392212,86,15407,The Stage,2018,170.0,"Action,Drama"
60046,tt5046534,86,3879,Felix Manalo,2015,178.0,Biography
40428,tt8426840,86,2913,Yatra,2019,127.0,"Biography,Drama"
72063,tt4846952,86,2517,Angrej,2015,130.0,"Comedy,Romance"
9372,tt4730224,86,2302,An Hour to Kill,2018,96.0,"Action,Comedy,Horror"
51087,tt6394430,86,1613,For Good Old Times,2018,105.0,"Comedy,Drama"
16700,tt4476736,86,1587,Hamlet,2015,217.0,Drama
34010,tt3917908,86,1583,An Insignificant Man,2016,96.0,"Documentary,Thriller"
21166,tt8368032,86,1505,Miss Granny,2018,120.0,"Comedy,Fantasy,Music"
69583,tt4899880,86,1331,Shah,2015,109.0,"Biography,Drama,Sport"
60077,tt5161204,86,1219,Diary of a Fatman,2016,95.0,"Comedy,Fantasy,Sci-Fi"
16059,tt9174420,86,960,Seetharama Kalyana,2019,155.0,Drama
40423,tt8396210,86,702,The Gambinos,2019,122.0,"Crime,Drama"
17943,tt4717534,86,658,Golden Treasure,2016,110.0,"Action,Drama,Romance"
59939,tt4701630,86,596,Mosagallaku Mosagadu,2015,127.0,"Action,Comedy,Crime"
689,tt9130246,86,558,Naal,2018,117.0,Drama
47731,tt4689268,86,515,Brothers in Blood: The Lions of Sabi Sand,2015,60.0,Documentary
13556,tt9448868,86,493,BTS World Tour: Love Yourself in Seoul,2019,112.0,"Documentary,Music"
13440,tt8080648,86,486,Ring of Silence,2019,95.0,Drama
53322,tt5575408,86,467,Mushi-Shi Zoku Shou: Suzu no Shizuku,2015,47.0,"Animation,Fantasy"
5713,tt7547158,86,463,Ghost Squad,2018,106.0,"Action,Horror"
68414,tt4971596,86,433,Your Own Way Out,2015,68.0,Documentary
47324,tt6170432,86,410,The League of Legend Keepers: Shadows,2017,72.0,Family
69445,tt4417352,86,398,Attenborough's Paradise Birds,2015,60.0,Documentary
52369,tt8941440,86,372,Virus,2019,152.0,"Drama,Thriller"
15731,tt6557704,86,311,Ultra Low,2018,117.0,Drama
16972,tt5601424,86,283,Tattoo Girls,2018,104.0,Documentary
63406,tt9445054,86,207,Bleed Out,2018,88.0,Documentary
2197,tt9319890,86,191,Bhai - Vyakti Ki Valli,2019,153.0,Drama
39134,tt7800040,86,156,Bimba Devi Alias Yashodhara,2018,148.0,"Biography,Drama,History"
70041,tt10095266,86,149,Climate Change: The Facts,2019,60.0,Documentary
25333,tt6788828,86,146,Martírio,2016,162.0,Documentary
73803,tt9055926,86,135,National Theatre Live: King Lear,2018,227.0,Drama
3865,tt8961266,86,131,Andy Irons: Kissed by God,2018,100.0,Documentary
66003,tt6846530,86,120,National Theatre Live: Edward Albee's Who's Afraid of Virginia Woolf?,2017,198.0,Drama
15897,tt7600122,86,112,Mission of Love,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Documentary
27518,tt7596784,86,108,"Child, Come Back Home",2017,121.0,"Drama,Family"
52229,tt7600054,86,107,Awakening,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Music"
49360,tt6203902,86,103,National Theatre Live: A View from the Bridge,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
71358,tt9652730,86,102,National Theatre Live: All About Eve,2019,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
56517,tt5329230,86,99,Last Thirteen,2016,107.0,Documentary
4344,tt7024288,86,93,All for One,2017,107.0,"Biography,Documentary,Sport"
9396,tt4855188,86,92,Holy Ghost Reborn,2015,103.0,Documentary
22668,tt5365066,86,91,Leap,2018,95.0,"Adventure,Documentary,Drama"
14511,tt3647434,86,88,The Abolitionists,2016,85.0,"Crime,Documentary,Drama"
39264,tt8806770,86,87,Mystery of Burma: Beyond The Dotehtawady,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Action,Adventure"
54635,tt5918734,86,81,Stadium Anthems,2018,99.0,"Comedy,Drama,Music"
47314,tt6135800,86,79,A Present from the Past: 20 September,2016,80.0,"Adventure,Biography,Documentary"
31599,tt5601792,86,78,The Meanest Man in Texas,2017,105.0,"Biography,Drama,History"
73790,tt8907960,86,78,Naduve Antaravirali,2018,108.0,Comedy
1930,tt7098662,86,76,Stranger in the Night,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Thriller
8680,tt6863096,86,76,Johnny is nie dood nie,2016,106.0,Drama
64524,tt6080504,86,75,The Blackhawk Dilemma,2016,74.0,Action
68586,tt5588280,86,73,90 Years of PAOK: Nostalgia for the Future,2016,102.0,Documentary
64138,tt4651960,86,67,A Wing and a Prayer,2015,60.0,"Documentary,History"
53578,tt6604174,86,65,Living Proof,2017,93.0,"Biography,Documentary"
42116,tt9121254,86,64,Guang,2018,88.0,"Drama,Family"
60136,tt5337696,86,64,USS Indianapolis: The Legacy,2015,98.0,Documentary
2007,tt7605228,86,62,Jibam,2017,99.0,Drama
18003,tt4947572,86,60,On the Rocks,2017,90.0,"Comedy,Drama"
35949,tt8365390,86,60,Mr. Bangladesh,2018,150.0,Thriller
67249,tt6523594,86,60,The Soul of Success: The Jack Canfield Story,2017,54.0,Documentary
41809,tt6779286,86,59,What Is True Love?,2015,74.0,"Drama,Romance"
47749,tt4742102,86,59,Nachom-ia Kumpasar,2015,156.0,"Drama,Musical,Romance"
7354,tt8629308,86,56,Walwal,2018,103.0,Drama
69890,tt6076170,86,55,Ransacked,2016,53.0,Documentary
21997,tt3185650,86,54,The Dog Wedding,2015,96.0,"Comedy,Romance"
50848,tt5523168,86,53,A Paixão de JL,2015,82.0,Documentary
70019,tt6488750,86,52,Muppet Guys Talking,2017,65.0,Documentary
68625,tt5677720,86,51,Zonjusha,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Comedy,Crime"
37326,tt6804038,86,49,Puthiya Payanam,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Sport
71879,tt4154756,85,670926,Avengers: Infinity War,2018,149.0,"Action,Adventure,Sci-Fi"
33441,tt4633694,85,210869,Spider-Man: Into the Spider-Verse,2018,117.0,"Action,Adventure,Animation"
46993,tt5074352,85,123638,Dangal,2016,161.0,"Action,Biography,Drama"
595,tt8108198,85,43409,Andhadhun,2018,139.0,"Crime,Thriller"
19507,tt8267604,85,20215,Capernaum,2018,126.0,Drama
26915,tt4987556,85,13747,Thani Oruvan,2015,160.0,"Action,Crime,Thriller"
26749,tt4432480,85,11203,RangiTaranga,2015,149.0,"Mystery,Thriller"
17194,tt6380520,85,8560,Dhuruvangal Pathinaaru,2016,105.0,"Action,Crime,Mystery"
31437,tt4991384,85,4643,Visaaranai,2015,117.0,"Crime,Drama,Thriller"
64993,tt9124428,85,4098,Champion,2018,130.0,"Drama,Romance,Sport"
22827,tt6054758,85,3464,Kirik Party,2016,159.0,"Comedy,Drama"
49208,tt5611648,85,2451,Joker,2016,130.0,"Comedy,Drama"
8119,tt4658770,85,1677,Belaseshe,2015,141.0,"Drama,Family"
33675,tt5581752,85,1478,Ulysses: A Dark Odyssey,2018,110.0,"Action,Crime,Drama"
24910,tt6346162,85,1462,Disney's Newsies the Broadway Musical,2017,149.0,Musical
67495,tt8032912,85,1224,Parwaaz Hay Junoon,2018,130.0,"Action,Romance,War"
31428,tt4943992,85,1063,Manto,2015,127.0,"Biography,Drama"
35854,tt7580570,85,1040,Love Ni Bhavai,2017,146.0,"Comedy,Drama,Romance"
37201,tt3471472,85,817,Maharaja Gemunu,2015,150.0,"Action,Adventure,History"
40306,tt7479902,85,601,Gultoo,2018,128.0,"Crime,Drama"
12305,tt6432808,85,590,Planeta Petrila,2016,80.0,Documentary
40287,tt7358598,85,472,Let Me Fall,2018,136.0,"Biography,Crime,Drama"
31832,tt6487050,85,443,May It Last: A Portrait of the Avett Brothers,2017,104.0,"Documentary,Music"
35744,tt6922018,85,371,Harry Styles: Behind the Album,2017,49.0,Biography
16003,tt8396238,85,355,Farzand,2018,141.0,History
64024,tt4280824,85,320,Eh Janam Tumhare Lekhe,2015,135.0,Biography
54464,tt5272796,85,229,All the Rage (Saved by Sarno),2016,94.0,"Biography,Documentary,Drama"
64124,tt4621782,85,206,"You're So Cool, Brewster! The Story of Fright Night",2016,217.0,Documentary
59817,tt4284160,85,205,The Rainforests Are Under Threat,2015,97.0,Documentary
14045,tt2410290,85,180,Nobody's Perfect,2016,94.0,"Action,Drama,Romance"
68191,tt4254306,85,180,The Singleton,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Drama,Romance,Thriller"
5661,tt7318290,85,176,Xiaozhen's Story,2016,112.0,Musical
61847,tt7438916,85,170,The Farm: En Veettu Thottathil,2017,120.0,Thriller
27659,tt8908048,85,158,Son of Manjeet Singh,2018,139.0,Comedy
59197,tt8991268,85,158,Honeyland,2019,87.0,Documentary
56344,tt4746216,85,149,Pope,2017,55.0,"Crime,Drama"
42773,tt2604642,85,131,The Two Pamelas,2015,91.0,"Crime,Drama,Mystery"
16090,tt9695156,85,130,27 Steps of May,2019,112.0,Drama
8277,tt5178264,85,128,Life in the Doghouse,2018,84.0,Documentary
37407,tt7336412,85,128,V imenu resnice,2017,60.0,Documentary
25678,tt9509866,85,125,The Guy Who Didn't Like Musicals,2018,112.0,"Comedy,Musical"
9518,tt5254722,85,121,Chasing Bubbles,2016,80.0,Documentary
45430,tt7599200,85,119,Blessed Are the Poor in Spirit,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
7021,tt6304018,85,113,Martyrs of Marriage,2016,90.0,Documentary
33733,tt5850560,85,109,Wij Moszkowicz,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Documentary
49078,tt5094390,85,106,National Theatre Live: Man and Superman,2015,220.0,"Comedy,Drama"
35862,tt7638224,85,105,Red Re-Education at Home: Christian Movie,2017,154.0,Drama
39100,tt7600396,85,105,Gospel Movie: Who Is He That Has Returned,2016,164.0,Drama
66079,tt7365576,85,105,The Mystery of Godliness: The Sequel,2017,185.0,Drama
52197,tt7366332,85,104,Gospel Movie: Stinging Memories,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
35948,tt8364132,85,102,Birbal Trilogy,2019,163.0,Thriller
25696,tt9903716,85,100,Jessie,2019,106.0,"Horror,Thriller"
39290,tt9047474,85,100,La flor,2018,808.0,"Drama,Fantasy,Musical"
6957,tt6099494,85,99,Purdah,2018,71.0,"Documentary,Drama,Sport"
8634,tt6615708,85,94,Minnaminungu,2017,130.0,Drama
9637,tt5791986,85,88,III Smoking Barrels,2017,127.0,Drama
8409,tt5699938,85,79,Trezoros: The Lost Jews of Kastoria,2016,93.0,Documentary
73066,tt2584058,85,78,Neptune,2015,101.0,Drama
35317,tt2531928,85,75,Tyrus,2015,73.0,"Animation,Biography,Documentary"
64556,tt6153322,85,75,Muhi: Generally Temporary,2017,89.0,Documentary
13475,tt8373280,85,74,Wrestle,2018,96.0,"Documentary,Sport"
54672,tt6083344,85,73,Terence McKenna's True Hallucinations,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Documentary
28893,tt6627630,85,72,Cycle,2018,96.0,Comedy
37429,tt7475710,85,68,Manusangada,2017,93.0,Drama
24025,tt6078194,85,64,Bhabhipedia,2018,107.0,"Comedy,Romance"
62076,tt9175246,85,62,Seytan Oyunu,2019,90.0,"Horror,Thriller"
39026,tt7096060,85,59,Hombanna,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
40252,tt7148422,85,59,Kaccha Limbu,2017,110.0,Drama
42561,tt2261469,85,59,Double Fine Adventure,2015,724.0,Documentary
49207,tt5611432,85,59,Ascension,2018,86.0,"Horror,Sci-Fi,Thriller"
68768,tt6221322,85,59,Reel Rock 11,2016,90.0,"Documentary,Sport"
41780,tt3700566,85,57,Hi-Lo Joe,2017,94.0,"Drama,Thriller"
49050,tt5038806,85,57,Infinitium,2017,112.0,"Action,Sci-Fi"
57813,tt5898454,85,55,Crazywise,2016,82.0,Documentary
33916,tt10017566,85,54,Bikers Kental 2,2019,94.0,Comedy
8389,tt5633726,85,53,Pit Stop Mafia,2016,92.0,"Action,Comedy"
58896,tt6779266,85,51,Hope for What We Do Not See,2016,47.0,Drama
46432,tt3236222,85,49,Medias Res,2017,97.0,"Comedy,Crime,Drama"
54449,tt5215650,85,49,For Izzy,2018,84.0,Drama
35231,tt2380307,84,277194,Coco,2017,105.0,"Adventure,Animation,Comedy"
50787,tt5311514,84,134084,Your Name.,2016,106.0,"Animation,Drama,Fantasy"
23128,tt7681902,84,16755,Won't You Be My Neighbor?,2018,94.0,"Biography,Documentary"
3743,tt7905466,84,15612,They Shall Not Grow Old,2018,99.0,"Documentary,History,War"
1964,tt7294534,84,15022,Arjun Reddy,2017,182.0,"Action,Drama,Romance"
57544,tt4908644,84,10556,Winter on Fire: Ukraine's Fight for Freedom,2015,102.0,Documentary
49145,tt5312232,84,9656,Sairat,2016,174.0,"Drama,Romance"
46594,tt3686998,84,8627,The Red Pill,2016,108.0,Documentary
11981,tt5207158,84,6996,South Wind,2018,130.0,"Crime,Drama,Thriller"
56262,tt4429128,84,4676,Papanasam,2015,179.0,"Drama,Thriller"
3841,tt8760684,84,4607,Apollo 11,2019,93.0,"Documentary,History"
18013,tt5005684,84,4356,Nil Battey Sannata,2015,100.0,"Drama,Family"
64326,tt5271442,84,3493,Maalik,2016,155.0,"Action,Crime,Drama"
43565,tt4928620,84,3195,Pathemari,2015,118.0,Drama
39190,tt8108268,84,3175,The Tashkent Files,2019,134.0,"Drama,Mystery,Thriller"
9438,tt4973112,84,2509,Hitting the Apex,2015,138.0,"Documentary,Sport"
47564,tt4130418,84,2396,Hip-Hop Evolution,2016,90.0,"Documentary,Music"
43483,tt4632316,84,2176,Gleason,2016,110.0,Documentary
50795,tt5335314,84,1523,One Step Behind the Seraphim,2017,150.0,Drama
29478,tt2865822,84,1272,All the World in a Design School,2015,59.0,"Documentary,Drama,News"
19368,tt7231194,84,1136,Ee. Ma. Yau,2018,120.0,"Comedy,Drama"
16949,tt5565670,84,965,Ardaas,2016,135.0,Drama
15776,tt6802522,84,752,Weit: The Story of a Journey Around the World,2017,128.0,"Adventure,Documentary"
56565,tt5523544,84,683,Shourya,2016,124.0,"Romance,Thriller"
10260,tt5597792,84,610,Attack,2016,158.0,"Action,Crime,Thriller"
30164,tt9905462,84,600,Pengalila,2019,111.0,Drama
8617,tt6544940,84,574,Coração de Cowboy,2018,120.0,"Drama,Music"
39027,tt7097772,84,563,Resistance is Life,2017,73.0,Documentary
69942,tt6246170,84,507,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,134.0,Animation
68253,tt4466252,84,504,Afraid to Sleep,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Horror,Mystery,Thriller"
40298,tt7435110,84,479,Pearl Jam: Let's Play Two,2017,120.0,"Documentary,Music"
73446,tt3621952,84,474,The Choice Is Ours,2015,59.0,Documentary
22615,tt5170670,84,452,Heroes Manufactured,2016,90.0,"Action,Adventure,Comedy"
72273,tt5674554,84,433,Life and Fight,2016,110.0,"Drama,History,Romance"
